TYPE;TEMPLATE_ID;FUNCION_SQL;DATABASE
SELECT;LT_20210108112104;"SELECT PN_CLIENTE FROM ELABELS.ALL_PRODUCTOS WHERE PARTCODE=' & #PART_CODE#$ & ""'";ELAB_PR
SELECT;LT_20210108112104;"SELECT LOTE,PART_CODE FROM CARD.HEADER WHERE ETIQUETA = ' & SERIAL_CELESTICA$ & ""'";CARDS_PR
SELECT;LT_20210203143342;"SELECT PEDIDO,ITNBR,PARTCODE,REVISION,QTY,TS_CREAD FROM CARD.CONTAINER WHERE CODIGO = ' & (LEFT(N_CONTENEDOR$,7)) & ""' AND SEQ = '"" & (STR(VAL(RIGHT(N_CONTENEDOR$,3)))) & ""'";CARDS_PR
SELECT;LT_20210203143342;"SELECT DESCRIPCION,FAMILIA FROM CARD.CPARTCODE WHERE PARTCODE=' & #PART_CODE#$ & ""'";CARDS_PR
SELECT;LT_20210302161232;"SELECT ETIQUETA FROM CARD.SNMFGCUST WHERE PART_CODE = ' & #PART_CODE#$ & ""'  AND CUSTSN = '"" & SN$ & ""'";CARDS_PR
SELECT;LT_20210302161232;"SELECT SERIAL_CUST FROM ELABELS.ETIQUETAS_LOG WHERE SERIAL_CUST = ' & SN$ & ""' AND PART_CODE = '"" & #PART_CODE#$ & ""' AND UPPER(TEMPLATE_ID) = '"" & #TEMPLATE_ID#$ & ""'";ELAB_PR
SELECT;LT_20210305104911;SELECT CURRENT TIMESTAMP AS T_STAMP FROM TRAZ.DUAL;CARDS_PR
SELECT;LT_20210309190146;"SELECT F2 FROM CARD.CPARTCODE WHERE PARTCODE = ' & #PART_CODE#$ & ""'";CARDS_PR
SELECT;LT_20210309190146;"SELECT PN_CLIENTE FROM ELABELS.ALL_PRODUCTOS WHERE PARTCODE = ' & #PART_CODE#$ & ""'";ELAB_PR
SELECT;LT_20210311111323;"SELECT F2 FROM CARD.CPARTCODE WHERE PARTCODE = ' & #PART_CODE#$ & ""'";CARDS_PR
SELECT;LT_20210311111323;"SELECT F1 FROM CARD.CPARTCODE WHERE PARTCODE = ' & #PART_CODE#$ & ""'";CARDS_PR
SELECT;LT_20210311111323;"SELECT PN_CLIENTE FROM ELABELS.ALL_PRODUCTOS WHERE PARTCODE = ' & #PART_CODE#$ & ""'";ELAB_PR
SELECT;LT_20210311111323;"SELECT PART_CODE FROM CARD.HEADER WHERE ETIQUETA = ' & SERIAL_CELESTICA$ & ""'";CARDS_PR
SELECT;LT_20210311111323;"SELECT CUSTSN FROM CARD.SNMFGCUST WHERE ETIQUETA = ' & SERIAL_CELESTICA$ & ""'";CARDS_PR
SELECT;LT_20210311111323;"SELECT CONTADOR_ID,CONTADOR FROM ELABELS.CONTADORES_VARIOS WHERE CONTADOR_ID = ' & #TEMPLATE_ID#$ & ""-"" & #PART_CODE#$ & ""'";ELAB_PR
INSERT_UPDATE;LT_20210311111323;"INSERT INTO ELABELS.CONTADORES_VARIOS (CONTADOR_ID,CONTADOR,F_ARCHIVO) VALUES (' & #TEMPLATE_ID#$ & ""-"" & #PART_CODE#$ & ""','0000000000','1')";ELAB_PR
INSERT_UPDATE;LT_20210311111323;"UPDATE ELABELS.CONTADORES_VARIOS SET CONTADOR =' & FORMAT(STR(CONTADOR_SERIAL%),""0000000000"") & ""', F_ARCHIVO = '1' WHERE CONTADOR_ID = '"" & #TEMPLATE_ID#$ & ""-"" & #PART_CODE#$ & ""'";ELAB_PR
INSERT_UPDATE;LT_20210311111323;"UPDATE CARD.SNMFGCUST SET CUSTSN  =' &  SERIAL_CLIENTE$ & ""', F_ARCHIVO = '1' WHERE ETIQUETA = '"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
INSERT_UPDATE;LT_20210311111323;"UPDATE CARD.HEADER SET CUSTSN  =' &  SERIAL_CLIENTE$ & ""', F_ARCHIVO = '1' WHERE ETIQUETA = '"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
SELECT;LT_20210323114814;"SELECT PN_CLIENTE FROM ELABELS.ALL_PRODUCTOS WHERE PARTCODE = ' & #PART_CODE#$ & ""'";ELAB_PR
SELECT;LT_20210323114814;"SELECT PART_CODE FROM CARD.HEADER WHERE ETIQUETA=' & SERIAL_CELESTICA$ & ""'";CARDS_PR
SELECT;LT_20210323114814;"SELECT CUSTSN FROM CARD.SNMFGCUST WHERE PART_CODE = ' & #PART_CODE#$ & ""' AND ETIQUETA='"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
INSERT_UPDATE;LT_20210323114814;"UPDATE CARD.SNMFGCUST SET CUSTSN  =' & SERIAL_CLIENTE$ & ""', F_ARCHIVO = '1' WHERE ETIQUETA = '"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
INSERT_UPDATE;LT_20210323114814;"UPDATE CARD.HEADER SET CUSTSN  =' & SERIAL_CLIENTE$ & ""', F_ARCHIVO = '1' WHERE ETIQUETA = '"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
SELECT;LT_20210323134910;"SELECT PN_CLIENTE FROM ELABELS.ALL_PRODUCTOS WHERE PARTCODE = ' & #PART_CODE#$ & ""'";ELAB_PR
SELECT;LT_20210323144831;"SELECT PN_CLIENTE FROM ELABELS.ALL_PRODUCTOS WHERE PARTCODE = ' & #PART_CODE#$ & ""'";ELAB_PR
SELECT;LT_20210323155404;"SELECT PN_CLIENTE FROM ELABELS.ALL_PRODUCTOS WHERE PARTCODE = ' & #PART_CODE#$ & ""'";ELAB_PR
SELECT;LT_20210323155404;"SELECT PART_CODE FROM CARD.HEADER WHERE ETIQUETA=' & SERIAL_CELESTICA$ & ""'";CARDS_PR
SELECT;LT_20210323155404;"SELECT CUSTSN FROM CARD.SNMFGCUST WHERE PART_CODE = ' & #PART_CODE#$ & ""' AND ETIQUETA='"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
SELECT;LT_20210323155404;SELECT CURRENT TIMESTAMP FROM TRAZ.DUAL;CARDS_PR
INSERT_UPDATE;LT_20210323155404;"UPDATE CARD.SNMFGCUST SET CUSTSN  =' & SERIAL_CLIENTE$ & ""', F_ARCHIVO = '1' WHERE ETIQUETA = '"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
INSERT_UPDATE;LT_20210323155404;"UPDATE CARD.HEADER SET CUSTSN  =' & SERIAL_CLIENTE$ & ""', F_ARCHIVO = '1' WHERE ETIQUETA = '"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
SELECT;LT_20210323190456;"SELECT F1 FROM CARD.CPARTCODE WHERE PARTCODE = ' & #PART_CODE#$ & ""'";CARDS_PR
SELECT;LT_20210323190456;"SELECT ETIQUETA,PARTNUMBER,PN_CLIENTE,CLIENTE,ECETIQUETA,PCODEREV,BLQ_ETIQ FROM ELABELS.ALL_PRODUCTOS WHERE PARTCODE=' & #PART_CODE#$ & ""'";ELAB_PR
SELECT;LT_20210323190456;"SELECT TRIM(FAMILIA) FROM CARD.CPARTCODE WHERE PARTCODE=' & #PART_CODE#$ & ""'";CARDS_PR
SELECT;LT_20210323190456;"SELECT RIGHT(YEAR(DIA_HORA),2),TRIM(NUMSERIEHASTA) FROM ELABELS.ALL_ETIQUETAS WHERE PARTCODE=' & #PART_CODE#$ & ""' AND REPETIDA='NO' ORDER BY DIA_HORA";ELAB_PR
SELECT;LT_20210323190456;"SELECT TRIM(NUMSERIEHASTA) FROM ELABELS.ALL_ETIQUETAS WHERE PARTCODE=' & #PART_CODE#$ & ""' AND RIGHT(YEAR(DIA_HORA),1)=RIGHT(YEAR(CURRENT TIMESTAMP),1) AND YEAR(DIA_HORA)<>YEAR(CURRENT TIMESTAMP) AND REPETIDA='NO' ORDER BY DIA_HORA";ELAB_PR
SELECT;LT_20210323190456;"SELECT NUMEMP FROM CARD.EMPLYETT WHERE USERID = ' & #USER#$ & ""'";CARDS_PR
INSERT_UPDATE;LT_20210323190456;"INSERT INTO ELABELS.ALL_ETIQUETAS (DIA_HORA,CLIENTE,PARTNUMBER,PARTCODE,NUMSERIEDESDE,NUMSERIEHASTA,CANTIDAD,REPETIDA,REV_INT,EMPLEADO) VALUES (CURRENT TIMESTAMP,' & CLIENTE$ & ""','"" & PARTNUMBER$ & ""','"" & #PART_CODE#$ & ""','"" &  RIGHT(FORMAT(STR(CONTADOR_CELESTICA% + 1),""00000""),5) & ""','"" &  RIGHT(FORMAT(STR(CONTADOR_CELESTICA% + #QTY_PRINT#%),""00000""),5) & ""',"" & STR(#QTY_PRINT#%) & "",'NO','"" & REVISION_EC$ & ""','"" & N_EMPLEADO$ & ""-F')";ELAB_PR
INSERT_UPDATE;LT_20210323190456;"INSERT INTO CARD.SNMFGCUST (CUSTSN,PART_CODE,ETIQUETA,FAMILIA,CONTADOR,CELDA,USUARIO,TSTAMP,F_ARCHIVO,P1,P2) values (' & CUST_SERIAL$ & ""','"" & #PART_CODE#$ & ""','"" & CEL_SERIAL$ & ""','"" & FAMILIA$ & ""',1,'"" & #COMPUTER#$ & ""','"" & N_EMPLEADO$ & ""',CURRENT TIMESTAMP,'"" & F_ARCHIVO_SNMFGCUST$ & ""','"" & CAMPO_P1$ & ""','"" & CAMPO_P2$ & ""')";CARDS_PR
SELECT;LT_20210324151942;"SELECT PRODUCT_NAME,PRODUCT_CODE,LLEVA_IMEI,EAN_GTIN_13,UPC_GTIN_12,MODELO_TELEFONO FROM ELABELS.IMST_CONFIGURATION WHERE PARTCODE =' & #PART_CODE#$ & ""'";ELAB_PR
SELECT;LT_20210324151942;"SELECT ETIQUETA,Z_HW_VERSION,PROGRAM_REV FROM CARD.IMEIV WHERE IMEI=' & SN_IMEI$ & ""'";CARDS_PR
SELECT;LT_20210325105340;"SELECT PN_CLIENTE FROM ELABELS.ALL_PRODUCTOS WHERE PARTCODE = ' & #PART_CODE#$ & ""'";ELAB_PR
SELECT;LT_20210325105340;"SELECT PART_CODE FROM CARD.HEADER WHERE ETIQUETA=' & SERIAL_CELESTICA$ & ""'";CARDS_PR
SELECT;LT_20210325105340;"SELECT CUSTSN FROM CARD.SNMFGCUST WHERE PART_CODE = ' & #PART_CODE#$ & ""' AND ETIQUETA='"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
INSERT_UPDATE;LT_20210325105340;"UPDATE CARD.SNMFGCUST SET CUSTSN  =' & SERIAL_CLIENTE$ & ""', F_ARCHIVO = '1' WHERE ETIQUETA = '"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
INSERT_UPDATE;LT_20210325105340;"UPDATE CARD.HEADER SET CUSTSN  =' & SERIAL_CLIENTE$ & ""', F_ARCHIVO = '1' WHERE ETIQUETA = '"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
SELECT;LT_20210325123428;"SELECT PN_CLIENTE FROM ELABELS.ALL_PRODUCTOS WHERE PARTCODE = ' & #PART_CODE#$ & ""'";ELAB_PR
SELECT;LT_20210325123428;"SELECT PART_CODE FROM CARD.HEADER WHERE ETIQUETA=' & SERIAL_CELESTICA$ & ""'";CARDS_PR
SELECT;LT_20210325123428;"SELECT CUSTSN FROM CARD.SNMFGCUST WHERE PART_CODE = ' & #PART_CODE#$ & ""' AND ETIQUETA='"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
INSERT_UPDATE;LT_20210325123428;"UPDATE CARD.SNMFGCUST SET CUSTSN  =' & SERIAL_CLIENTE$ & ""', F_ARCHIVO = '1' WHERE ETIQUETA = '"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
INSERT_UPDATE;LT_20210325123428;"UPDATE CARD.HEADER SET CUSTSN  =' & SERIAL_CLIENTE$ & ""', F_ARCHIVO = '1' WHERE ETIQUETA = '"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
SELECT;LT_20210325133808;"SELECT F1 FROM CARD.CPARTCODE WHERE PARTCODE = ' & #PART_CODE#$ & ""'";CARDS_PR
SELECT;LT_20210325133808;"SELECT PART_CODE FROM CARD.HEADER WHERE ETIQUETA=' & SERIAL_CELESTICA$ & ""'";CARDS_PR
SELECT;LT_20210325133808;"SELECT CUSTSN FROM CARD.SNMFGCUST WHERE PART_CODE = ' & #PART_CODE#$ & ""' AND ETIQUETA='"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
INSERT_UPDATE;LT_20210325133808;"UPDATE CARD.SNMFGCUST SET P1 =' & SERIAL_CLIENTE$ & ""', F_ARCHIVO = '1' WHERE ETIQUETA = '"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
INSERT_UPDATE;LT_20210325133808;"UPDATE CARD.HEADER SET CUSTSN  =' & SERIAL_CLIENTE$ & ""', F_ARCHIVO = '1' WHERE ETIQUETA = '"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
SELECT;LT_20210325143807;"SELECT PN_CLIENTE FROM ELABELS.ALL_PRODUCTOS WHERE PARTCODE = ' & #PART_CODE#$ & ""'";ELAB_PR
SELECT;LT_20210325143807;"SELECT PART_CODE FROM CARD.HEADER WHERE ETIQUETA=' & SERIAL_CELESTICA$ & ""'";CARDS_PR
SELECT;LT_20210325143807;"SELECT CUSTSN FROM CARD.SNMFGCUST WHERE PART_CODE = ' & #PART_CODE#$ & ""' AND ETIQUETA='"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
INSERT_UPDATE;LT_20210325143807;"UPDATE CARD.SNMFGCUST SET CUSTSN  =' & SERIAL_CLIENTE$ & ""', F_ARCHIVO = '1' WHERE ETIQUETA = '"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
INSERT_UPDATE;LT_20210325143807;"UPDATE CARD.HEADER SET CUSTSN  =' & SERIAL_CLIENTE$ & ""', F_ARCHIVO = '1' WHERE ETIQUETA = '"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
SELECT;LT_20210331105750;"SELECT PN_CLIENTE FROM ELABELS.ALL_PRODUCTOS WHERE PARTCODE = ' & #PART_CODE#$ & ""'";ELAB_PR
SELECT;LT_20210331105750;"SELECT PART_CODE FROM CARD.HEADER WHERE ETIQUETA=' & SERIAL_CELESTICA$ & ""'";CARDS_PR
SELECT;LT_20210331105750;"SELECT CUSTSN FROM CARD.SNMFGCUST WHERE PART_CODE = ' & #PART_CODE#$ & ""' AND ETIQUETA='"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
INSERT_UPDATE;LT_20210331105750;"UPDATE CARD.SNMFGCUST SET CUSTSN  =' & SERIAL_CLIENTE$ & ""', F_ARCHIVO = '1' WHERE ETIQUETA = '"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
INSERT_UPDATE;LT_20210331105750;"UPDATE CARD.HEADER SET CUSTSN  =' & SERIAL_CLIENTE$ & ""', F_ARCHIVO = '1' WHERE ETIQUETA = '"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
SELECT;LT_20210506123853;"SELECT PART_CODE FROM CARD.HEADER WHERE ETIQUETA = ' & SN_CELESTICA$ & ""'";CARDS_PR
SELECT;LT_20210506123853;"SELECT COMP_SN FROM CARD.SN_BLINDCHECK WHERE ETIQUETA = ' & SN_CELESTICA$ & ""'";CARDS_PR
SELECT;LT_20210506123853;"SELECT PART_CODE FROM CARD.HEADER WHERE ETIQUETA = ' & SERIAL_HIJA$ & ""'";CARDS_PR
SELECT;LT_20210510121147;"SELECT PART_CODE FROM CARD.HEADER WHERE ETIQUETA = ' & SERIAL_CELESTICA$ & ""'";CARDS_PR
SELECT;LT_20210510121147;"SELECT PART_CODE,CUSTSN FROM CARD.SNMFGCUST WHERE ETIQUETA = ' & SERIAL_CELESTICA$ & ""'";CARDS_PR
SELECT;LT_20210510121147;"SELECT ETIQUETA FROM CARD.SNMFGCUST WHERE PART_CODE = ' & #PART_CODE#$ & ""' AND CUSTSN = '"" & SERIAL_CLIENTE$ & ""'";CARDS_PR
SELECT;LT_20210510121147;"SELECT MAX(DEFSEQ) FROM CARD.CIQSSFC WHERE ETIQUETA  ='  & SERIAL_CELESTICA$ &  ""'";CARDS_PR
INSERT_UPDATE;LT_20210510121147;"UPDATE CARD.SNMFGCUST SET CUSTSN  =' & SERIAL_CLIENTE$ & ""', F_ARCHIVO = '1' WHERE ETIQUETA = '"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
INSERT_UPDATE;LT_20210510121147;"UPDATE CARD.HEADER SET CUSTSN  =' & SERIAL_CLIENTE$ & ""', F_ARCHIVO = '1' WHERE ETIQUETA = '"" & SERIAL_CELESTICA$ & ""'";CARDS_PR
INSERT_UPDATE;LT_20210510121147;"INSERT INTO CARD.CIQSSFC(ETIQUETA,PART_CODE,CELDA,USUARIO,DEFCODE,QTY,DEFSEQ,SPROD,STATUS,TSTAMP,F_ARCHIVO,COMENTARIO,SUB_CARD,REF_DES,FAILCODE,COMP_PN,F1,LINEA,COMP_SN) VALUES (' & SERIAL_CELESTICA$ & ""','"" & #PART_CODE#$ & ""','"" & #COMPUTER#$ & ""','"" & #USER#$ & ""','IQS','1','"" & DEFSEQ$ & ""','"" & OPERACION_PASS$ & ""','P',CURRENT TIMESTAMP,'1','CUSTSN="" & SERIAL_CLIENTE$ & ""','ABB','','','','0','CARD','')";CARDS_PR
SELECT;LT_20210512124728;"SELECT CODIGO,SEQ FROM CARD.CONTAINER WHERE HU = ' & REPLACE(N_CASE$,""9S"",""0000000000"") & ""' ORDER BY CODIGO,SEQ";CARDS_PR
SELECT;LT_20210512124728;"SELECT SUM(QTY) FROM CARD.CONTAINER WHERE HU = ' & REPLACE(N_CASE$,""9S"",""0000000000"") & ""'";CARDS_PR
SELECT;LT_20210512124728;"SELECT PARTCODE,MSL_SN,CUSTSN,ITNBR FROM CARD.CON_SERIAL WHERE CODIGO = ' & (LEFT(N_CONTENEDOR$,7)) & ""' AND SEQ = '"" & (STR(VAL(RIGHT(N_CONTENEDOR$,3)))) & ""' ORDER BY CUSTSN";CARDS_PR
SELECT;LT_20210512124728;"SELECT PN,FAMILIA,PN_DECLARADO,REVISION,DESCRIPCION,F1 FROM CARD.CPARTCODE WHERE PARTCODE=' & #PART_CODE#$ & ""'";CARDS_PR
SELECT;LT_20210521120805;"SELECT F1 FROM CARD.CPARTCODE WHERE PARTCODE = ' & #PART_CODE#$ & ""'";CARDS_PR
SELECT;LT_20210521120805;"SELECT ETIQUETA,PARTNUMBER,PN_CLIENTE,CLIENTE,ECETIQUETA,PCODEREV,BLQ_ETIQ FROM ELABELS.ALL_PRODUCTOS WHERE PARTCODE=' & #PART_CODE#$ & ""'";ELAB_PR
SELECT;LT_20210521120805;"SELECT TRIM(FAMILIA) FROM CARD.CPARTCODE WHERE PARTCODE=' & #PART_CODE#$ & ""'";CARDS_PR
SELECT;LT_20210521120805;"SELECT RIGHT(YEAR(DIA_HORA),2),TRIM(NUMSERIEHASTA) FROM ELABELS.ALL_ETIQUETAS WHERE PARTCODE=' & #PART_CODE#$ & ""' AND REPETIDA='NO' ORDER BY DIA_HORA";ELAB_PR
SELECT;LT_20210521120805;"SELECT TRIM(NUMSERIEHASTA) FROM ELABELS.ALL_ETIQUETAS WHERE PARTCODE=' & #PART_CODE#$ & ""' AND RIGHT(YEAR(DIA_HORA),1)=RIGHT(YEAR(CURRENT TIMESTAMP),1) AND YEAR(DIA_HORA)<>YEAR(CURRENT TIMESTAMP) AND REPETIDA='NO' ORDER BY DIA_HORA";ELAB_PR
SELECT;LT_20210521120805;"SELECT NUMEMP FROM CARD.EMPLYETT WHERE USERID = ' & #USER#$ & ""'";CARDS_PR
INSERT_UPDATE;LT_20210521120805;"INSERT INTO ELABELS.ALL_ETIQUETAS (DIA_HORA,CLIENTE,PARTNUMBER,PARTCODE,NUMSERIEDESDE,NUMSERIEHASTA,CANTIDAD,REPETIDA,REV_INT,EMPLEADO) VALUES (CURRENT TIMESTAMP,' & CLIENTE$ & ""','"" & PARTNUMBER$ & ""','"" & #PART_CODE#$ & ""','"" &  RIGHT(FORMAT(STR(CONTADOR_CELESTICA% + 1),""00000""),5) & ""','"" &  RIGHT(FORMAT(STR(CONTADOR_CELESTICA% + #QTY_PRINT#%),""00000""),5) & ""',"" & STR(#QTY_PRINT#%) & "",'NO','"" & REVISION_EC$ & ""','"" & N_EMPLEADO$ & ""-F')";ELAB_PR
INSERT_UPDATE;LT_20210521120805;"INSERT INTO CARD.SNMFGCUST (CUSTSN,PART_CODE,ETIQUETA,FAMILIA,CONTADOR,CELDA,USUARIO,TSTAMP,F_ARCHIVO,P1,P2) values (' & CUST_SERIAL$ & ""','"" & #PART_CODE#$ & ""','"" & CEL_SERIAL$ & ""','"" & FAMILIA$ & ""',1,'"" & #COMPUTER#$ & ""','"" & N_EMPLEADO$ & ""',CURRENT TIMESTAMP,'"" & F_ARCHIVO_SNMFGCUST$ & ""','"" & CAMPO_P1$ & ""','"" & CAMPO_P2$ & ""')";CARDS_PR
SELECT;LT_20210525173509;"SELECT DISTINCT(PNCORP),DESCRIPTION,CUSTPN FROM CARD.MASTERBOM WHERE SPROD = 'T300' AND TRAZ_BCHK = 'T' AND COMPONENT_LEVEL = 'LBL' AND PART_CODE = ' & #PART_CODE#$ & ""'";CARDS_PR
SELECT;LT_20210525173509;"SELECT MEDIDA FROM  & TABLA_LECTURA_BASCULA$ & "" WHERE TSTAMP >= CURRENT TIMESTAMP - 3 SECOND";ELAB_PR
SELECT;LT_20210525173509;"SELECT DISTINCT(PNCORP),DESCRIPTION,CUSTPN FROM CARD.MASTERBOM WHERE PNCORP = ' & PN_BATERIA$ & ""' AND PART_CODE = '"" & #PART_CODE#$ & ""'";CARDS_PR
SELECT;LT_20210525173509;"SELECT SN_CELESTICA FROM ELABELS.AIRBUS_TRAZ_BCHK_PACKING WHERE COMP_CUSTSN = ' & SN_BATERIA$ & ""'";ELAB_PR
SELECT;LT_20210525173509;"SELECT COMPUTER FROM ELABELS.SETUP_TRAZABILIDAD WHERE COMPUTER = ' & #COMPUTER#$ & ""' AND COMP_PN = '"" & COMP_PN$ & ""'";ELAB_PR
SELECT;LT_20210525173509;"SELECT MEDIDA FROM  & TABLA_LECTURA_BASCULA$ & "" WHERE TSTAMP >= CURRENT TIMESTAMP - 3 SECOND";ELAB_PR
SELECT;LT_20210525173509;"SELECT COMP_ID,QTY_ACTUAL FROM ELABELS.SETUP_TRAZABILIDAD WHERE COMPUTER = ' & #COMPUTER#$ & ""' AND COMP_PN = '"" & COMP_PN$ & ""' AND COMP_ID <> '' AND TSTAMP >= CURRENT TIMESTAMP - 6 HOUR";ELAB_PR
SELECT;LT_20210525173509;"SELECT MEDIDA FROM  & TABLA_LECTURA_BASCULA$ & "" WHERE TSTAMP >= CURRENT TIMESTAMP - 3 SECOND";ELAB_PR
SELECT;LT_20210525173509;"SELECT PART_CODE,CUSTSN FROM CARD.HEADER WHERE ETIQUETA = ' & SN_CELESTICA$ & ""'";CARDS_PR
SELECT;LT_20210525173509;"SELECT MEDIDA FROM  & TABLA_LECTURA_BASCULA$ & "" WHERE TSTAMP >= CURRENT TIMESTAMP - 3 SECOND";ELAB_PR
SELECT;LT_20210525173509;"SELECT ETIQUETA FROM CARD.SN_BLINDCHECK WHERE COMP_SN = ' & GET_ARRAY(Matriz_Blind_SN$,vbCrLf$,I%) & ""'";CARDS_PR
SELECT;LT_20210525173509;"SELECT MEDIDA FROM  & TABLA_LECTURA_BASCULA$ & "" WHERE TSTAMP >= CURRENT TIMESTAMP - 3 SECOND";ELAB_PR
SELECT;LT_20210525173509;"SELECT QTY_ACTUAL FROM CARD.LABEL_I1 WHERE LABEL_ID = ' & REPLACE(GET_ARRAY(Matriz_Traz_ID$,vbCrLf$,I%),""1D"","""") & ""'";CARDS_PR
SELECT;LT_20210525173509;"SELECT MEDIDA FROM  & TABLA_LECTURA_BASCULA$ & "" WHERE TSTAMP >= CURRENT TIMESTAMP - 3 SECOND";ELAB_PR
SELECT;LT_20210525173509;"SELECT QTY_ACTUAL FROM ELABELS.SETUP_TRAZABILIDAD WHERE COMPUTER = ' & #COMPUTER#$ & ""' AND COMP_PN = '"" & GET_ARRAY(Matriz_Traz_PN$,vbCrLf$,I%) & ""' AND COMP_ID = '"" & GET_ARRAY(Matriz_Traz_ID$,vbCrLf$,I%) & ""'";ELAB_PR
SELECT;LT_20210525173509;"SELECT PN_CLIENTE FROM ELABELS.ALL_PRODUCTOS WHERE PARTCODE = ' & #PART_CODE#$ & ""'";ELAB_PR
SELECT;LT_20210525173509;"SELECT SUB2 FROM MODULA.UBICACIONES WHERE SUB2 = ' & REPLACE(ENTRADA_ID$,""1D"","""") & ""'";CARDS_PR
SELECT;LT_20210525173509;"SELECT DESCRIPCION FROM CARD.CPARTCODE WHERE PARTCODE = ' & #PART_CODE#$ & ""'";CARDS_PR
SELECT;LT_20210525173509;"SELECT PNCORP,QTY_ACTUAL FROM CARD.LABEL_I1 WHERE LABEL_ID = ' & REPLACE(ENTRADA_ID$,""1D"","""") & ""'";CARDS_PR
SELECT;LT_20210525173509;"SELECT CUSTPN,DESCRIPTION FROM CARD.MASTERBOM WHERE SPROD = 'B300' AND TRAZ_BCHK = 'B' AND COMPONENT_LEVEL = 'LBL' AND PART_CODE = ' & #PART_CODE#$ & ""'";CARDS_PR
SELECT;LT_20210525173509;"SELECT QTY_ACTUAL FROM ELABELS.SETUP_TRAZABILIDAD WHERE COMPUTER = ' & #COMPUTER#$ & ""' AND COMP_PN = '"" & COMP_PN$ & ""' AND COMP_ID = '"" & ENTRADA_ID$ & ""'";ELAB_PR
SELECT;LT_20210525173509;"SELECT CUSTPN,DESCRIPTION FROM CARD.MASTERBOM WHERE SPROD = 'T300' AND TRAZ_BCHK = 'T' AND COMPONENT_LEVEL = 'LBL' AND PART_CODE = ' & #PART_CODE#$ & ""'";CARDS_PR
SELECT;LT_20210525173509;"SELECT COUNT(SN_CLIENTE) FROM ELABELS.AIRBUS_ETIQUETAS_LOG WHERE SN_CLIENTE = ' & CUST_SN_PADRE$ & ""'";ELAB_PR
SELECT;LT_20210525173509;SELECT CURRENT TIMESTAMP AS T_STAMP FROM TRAZ.DUAL;CARDS_PR
SELECT;LT_20210525173509;"SELECT FAMILIA FROM CARD.CPARTCODE WHERE PARTCODE = ' & #PART_CODE#$ & ""'";CARDS_PR
SELECT;LT_20210525173509;"SELECT MAX(DEFSEQ) FROM CARD.CIQSSFC WHERE ETIQUETA  ='  & CEL_SN_PADRE$ &  ""'";CARDS_PR
INSERT_UPDATE;LT_20210525173509;"INSERT INTO ELABELS.SETUP_TRAZABILIDAD (COMPUTER,COMP_PN,COMP_ID,QTY_ACTUAL,TSTAMP) VALUES (' & #COMPUTER#$ & ""','"" & COMP_PN$ & ""','',0,CURRENT TIMESTAMP)";ELAB_PR
INSERT_UPDATE;LT_20210525173509;"UPDATE  & TABLA_LECTURA_BASCULA$ & "" SET MEDIDA =''";ELAB_PR
INSERT_UPDATE;LT_20210525173509;"UPDATE ELABELS.SETUP_TRAZABILIDAD SET COMP_ID = ' & (GET_ARRAY(Matriz_Traz_ID$,vbCrLf$,I%)) & ""',QTY_ACTUAL = '"" & (GET_ARRAY(Matriz_Traz_QTY$,vbCrLf$,I%)) & ""', TSTAMP = CURRENT TIMESTAMP WHERE COMPUTER = '"" & #COMPUTER#$ & ""' AND COMP_PN = '"" & (GET_ARRAY(Matriz_Traz_PN$,vbCrLf$,I%)) & ""'";ELAB_PR
INSERT_UPDATE;LT_20210525173509;"UPDATE  & TABLA_LECTURA_BASCULA$ & "" SET MEDIDA =''";ELAB_PR
INSERT_UPDATE;LT_20210525173509;"UPDATE ELABELS.SETUP_TRAZABILIDAD SET COMP_ID = '',QTY_ACTUAL = '0', TSTAMP = CURRENT TIMESTAMP WHERE COMPUTER = ' & #COMPUTER#$ & ""' AND COMP_PN = '"" & (GET_ARRAY(Matriz_Traz_PN$,vbCrLf$,I%)) & ""'";ELAB_PR
